,SquareFeet,Bathrooms,Neighborhood,Bedrooms,Price
3809,2485,2,Rural,4,262092.6669898301
3810,1133,1,Rural,3,80594.28817458858
3811,2090,1,Suburb,5,242814.9044498574
3812,2871,3,Urban,4,326375.3754196741
3813,2030,3,Suburb,2,238146.63136303663
3814,1947,2,Rural,2,202304.1487721622
3815,2549,2,Rural,5,287182.5971163202
3816,1072,2,Urban,5,101520.45123919904
3817,1398,2,Urban,2,134286.878140162
3818,2428,2,Rural,4,220874.99325776848
3819,2698,1,Rural,3,229165.6644404115
3820,1577,1,Urban,4,86547.87097877152
3821,1858,2,Rural,5,271613.636098798
3822,1129,3,Urban,5,212420.03846466023
3823,1930,3,Suburb,3,130717.95734358556
3824,2489,2,Suburb,4,287435.8501974413
3825,2229,1,Rural,3,184609.1197533529
3826,2811,3,Rural,4,284051.5015766079
3827,2791,3,Urban,4,300843.7658313857
3828,1265,3,Urban,2,119980.72637278184
3829,2560,3,Suburb,4,332647.30219807685
3830,2985,1,Rural,5,456959.8043667304
3831,1792,1,Suburb,5,141586.2604149567
3832,1252,3,Urban,5,204133.36135591185
3833,1821,1,Rural,2,221151.911203649
3834,2312,1,Urban,3,249184.8817878236
3835,1163,2,Suburb,5,106470.3288068668
3836,1094,2,Rural,5,42159.00376463884
3837,2805,2,Urban,3,325843.3317660063
3838,1832,2,Urban,2,208247.04413229265
3839,2133,3,Suburb,4,247235.33064199763
3840,1335,2,Suburb,3,191030.54677831888
3841,1821,2,Rural,4,232581.09643138992
3842,1237,1,Suburb,4,145917.73897402838
3843,1380,3,Urban,4,205654.5394443692
3844,2459,1,Rural,3,268616.66675306903
3845,1898,1,Urban,3,213395.4880068581
3846,1482,1,Rural,4,237087.8453302385
3847,2960,2,Urban,2,317306.94852143683
3848,1901,3,Suburb,2,130462.64067996334
3849,2048,2,Suburb,2,266338.5957818769
3850,2676,3,Rural,5,346205.2457136336
3851,2140,1,Urban,4,233665.5838934699
3852,1481,3,Suburb,5,241926.84475859703
3853,2415,1,Suburb,2,228823.6392020693
3854,1916,2,Suburb,3,212662.8762729967
3855,1993,1,Rural,2,277032.4980874956
3856,1963,2,Suburb,5,211545.3915700172
3857,1536,2,Urban,5,166303.81337519202
3858,2102,2,Rural,2,231128.19025234252
3859,2603,1,Rural,4,325865.96512234746
3860,2196,2,Rural,3,181063.3492863672
3861,2979,3,Rural,3,377346.1408433694
3862,2035,3,Rural,2,275975.0651669102
3863,2823,3,Rural,4,379295.39268159337
3864,1127,3,Suburb,4,56134.95578151416
3865,2631,2,Rural,2,336783.98532572103
3866,1091,3,Suburb,3,139634.07650820128
3867,2676,1,Urban,3,273868.9567338503
3868,1542,3,Suburb,3,161802.49149246915
3869,1845,3,Rural,4,200298.82937026653
3870,2555,1,Urban,2,298021.6807527543
3871,2681,1,Rural,4,298152.83888496563
3872,1988,3,Rural,3,227620.75422187807
3873,2851,2,Rural,4,193188.2721011383
3874,1446,1,Suburb,3,132471.5838120252
3875,1389,2,Urban,2,166923.81041762666
3876,1671,2,Urban,3,71406.67027935387
3877,2884,3,Urban,5,362452.3218073546
3878,1042,2,Suburb,5,118146.89577690102
3879,1253,2,Suburb,2,119050.65059238773
3880,2153,2,Suburb,4,240399.11799769232
3881,2083,3,Suburb,4,178570.79852645297
3882,1662,1,Urban,4,130229.29046628898
3883,1466,3,Suburb,3,207184.9652446862
3884,1286,1,Rural,5,189473.96440478557
3885,2010,2,Urban,2,191497.98425704453
3886,2540,1,Suburb,4,317919.0314948954
3887,2490,1,Suburb,4,321550.51109929173
3888,2953,1,Rural,2,208697.14673018083
3889,1777,1,Rural,3,235667.7520089856
3890,1344,2,Rural,4,158348.63548190275
3891,1641,1,Rural,3,233876.41338821736
3892,1381,1,Urban,3,208435.43986766497
3893,2802,2,Rural,3,304995.2130497571
3894,1689,1,Rural,4,211762.28003646448
3895,2276,3,Suburb,4,286560.39734899823
3896,2950,1,Rural,2,371114.7341739869
3897,2079,3,Suburb,2,246456.01948919985
3898,2486,3,Rural,3,250692.41089357855
3899,1456,3,Urban,4,153904.03347818888
3900,1982,2,Suburb,3,195499.44162847992
3901,1082,3,Suburb,2,125439.96296319098
3902,2928,3,Suburb,3,457902.6754420163
3903,2122,2,Suburb,5,265550.4820385118
3904,1148,2,Suburb,3,250446.16976173944
3905,2352,3,Rural,4,323581.53259863314
3906,2179,2,Rural,3,218869.0694067641
3907,1189,1,Urban,3,152332.49176882257
3908,2517,3,Rural,4,282028.63061970257
3909,1882,3,Urban,5,225689.2699293759
3910,1262,1,Urban,4,170513.93051999144
3911,2103,2,Suburb,2,407173.1123305347
3912,1399,1,Urban,5,212536.72758201504
3913,1763,1,Urban,5,192576.28338118503
3914,1608,2,Urban,4,177056.54893408378
3915,2283,2,Urban,3,250997.4110136674
3916,2795,3,Urban,2,293723.3970688777
3917,2638,3,Suburb,2,261822.84878273704
3918,2575,3,Urban,5,346915.1261191382
3919,1784,2,Suburb,2,172890.9878839843
3920,1100,3,Rural,5,50210.14549376789
3921,2382,1,Urban,5,237196.40786457623
3922,2403,3,Rural,2,301107.2443220598
3923,1819,2,Rural,5,195750.4583307769
3924,2244,2,Urban,3,275301.4632971332
3925,1819,3,Rural,5,144517.71043034503
3926,1419,2,Suburb,3,83233.90902494825
3927,1123,2,Suburb,3,92402.94372474244
3928,1421,3,Rural,3,183339.95486263605
3929,2254,3,Urban,2,216149.2845400621
3930,2713,1,Rural,3,270883.6899999154
3931,2086,2,Urban,2,217634.79240157784
3932,2508,3,Rural,4,224554.062278633
3933,2651,1,Urban,3,353686.6049671525
3934,2726,2,Rural,5,388796.7966849339
3935,2597,2,Urban,4,326799.0757136331
3936,1767,1,Rural,4,263232.92828120635
3937,1482,2,Urban,3,182385.52972668264
3938,1518,3,Suburb,2,179146.47093919123
3939,1154,1,Suburb,4,161345.9555426621
3940,1091,1,Urban,3,133572.08394166653
3941,1981,3,Urban,4,271000.7214789959
3942,2549,1,Suburb,4,237470.20054894657
3943,1454,3,Urban,3,215957.69303159651
3944,2764,3,Suburb,5,393864.7194498392
3945,1597,2,Suburb,5,177048.80519971196
3946,2668,2,Rural,5,251495.56565445368
3947,1509,2,Rural,4,237548.37793618173
3948,2206,2,Urban,2,265312.6025613444
3949,1385,2,Urban,2,172911.1215859925
3950,2597,3,Suburb,4,266296.7184249136
3951,2754,1,Suburb,4,321260.3541108544
3952,1404,1,Suburb,3,162507.00688593858
3953,1245,2,Rural,2,151889.00481577546
3954,1741,3,Suburb,4,226966.645343388
3955,2614,3,Rural,5,275197.2382956714
3956,1660,3,Urban,2,152441.92240450694
3957,1649,1,Rural,4,127915.04239712184
3958,2494,3,Urban,3,252484.75452212789
3959,2849,2,Urban,3,294567.497456826
3960,2911,3,Urban,2,348178.45152855304
3961,2446,2,Rural,5,320600.3096705049
3962,1900,1,Urban,2,68439.06817024143
3963,1064,1,Rural,4,129836.99918458186
3964,2036,3,Rural,5,258202.42355481957
3965,1212,1,Urban,4,134972.3116032383
3966,1241,1,Urban,5,152976.46607979317
3967,1492,3,Rural,5,191101.74936521865
3968,2236,1,Urban,4,236176.740436176
3969,2716,2,Suburb,2,299032.02175174444
3970,1337,3,Urban,3,84685.09027605435
3971,1172,2,Urban,5,112546.15077027168
3972,1671,1,Suburb,5,183244.6712002448
3973,1163,3,Rural,3,114009.455480345
3974,1464,2,Urban,2,123522.86637000236
3975,1994,3,Suburb,3,254431.77341638223
3976,1496,2,Suburb,2,126123.38857295435
3977,1699,2,Rural,5,285620.44565550744
3978,1394,3,Rural,5,138880.1013688666
3979,1702,2,Rural,4,180800.42738469172
3980,2940,3,Suburb,2,268314.030958469
3981,1307,1,Rural,3,96464.69354965125
3982,2791,2,Urban,2,316930.2772413605
3983,1182,2,Urban,2,86128.02983593417
3984,1628,2,Urban,2,186170.87982386583
3985,2817,2,Suburb,2,338627.00304945617
3986,1509,1,Rural,3,116008.00914671244
3987,2731,3,Suburb,4,222600.89362983813
3988,1545,3,Suburb,5,259988.4039004342
3989,2587,3,Rural,3,213439.79390775692
3990,1623,1,Urban,3,205946.1350690791
3991,2787,1,Suburb,5,240728.74583101275
3992,1593,3,Rural,4,203212.7313677647
3993,1743,3,Urban,3,233564.2788955761
3994,2250,1,Rural,5,225151.1940044544
3995,2768,1,Rural,4,226681.95439368757
3996,2756,2,Urban,4,265441.0253243296
3997,2459,3,Urban,2,232974.17029674817
3998,2948,3,Suburb,3,283715.3804887787
3999,2445,3,Suburb,4,113827.76556623731
4000,1553,3,Urban,3,115575.52196691326
4001,1020,3,Rural,5,98716.03834886328
4002,1553,2,Urban,3,172649.2993159842
4003,1396,1,Urban,4,124313.75533785947
4004,1624,2,Urban,5,214156.6040325077
4005,1104,2,Suburb,5,107228.53922504387
4006,1191,3,Rural,2,163391.49398309816
4007,1016,2,Suburb,5,190235.2453761853
4008,2143,2,Suburb,4,254698.6997908276
4009,1392,3,Urban,2,191605.01231184704
4010,1424,2,Urban,4,133596.25540433865
4011,1128,2,Suburb,4,178684.87802450563
4012,2153,1,Urban,2,169288.57171602087
4013,1571,3,Rural,2,166900.01309197373
4014,2583,3,Suburb,3,303031.16982296045
4015,1028,2,Urban,4,120717.03539006808
4016,2120,3,Suburb,3,244825.16056294425
4017,2033,1,Rural,5,180347.89610253615
4018,1241,2,Suburb,5,192982.39919138068
4019,2849,1,Suburb,3,247704.53657163944
4020,2979,2,Suburb,2,257150.98294244427
4021,1231,2,Urban,5,203542.4250016544
4022,1788,3,Suburb,2,260748.1254571058
4023,2307,3,Urban,3,271059.9372469249
4024,1714,2,Urban,2,175358.69724597887
4025,1758,1,Suburb,4,143407.47646971815
4026,1801,2,Suburb,5,157229.50236060517
4027,1775,2,Suburb,2,171578.1450889064
4028,2978,2,Suburb,2,291795.47590004443
4029,1725,1,Suburb,4,80574.05732429816
4030,1199,3,Suburb,2,157912.5286856358
4031,1944,3,Suburb,3,130009.8006061855
4032,1078,1,Urban,3,57658.96128770101
4033,2936,3,Rural,3,289947.4395445732
4034,1955,2,Rural,5,238773.31244407827
4035,2878,3,Rural,2,312036.3603175433
4036,1855,3,Rural,5,217283.7707998167
4037,2196,1,Urban,5,194780.88811347337
4038,1466,1,Rural,2,156811.76435355778
4039,1580,2,Suburb,2,236684.57682172133
4040,2439,2,Urban,3,267225.57378297823
4041,1939,3,Rural,5,260253.7750298604
4042,1448,1,Rural,5,66486.86231981957
4043,1086,1,Rural,2,127241.75599546882
4044,1100,2,Rural,5,182859.9475248312
4045,2031,3,Rural,4,256195.77575579932
4046,1844,3,Rural,2,225565.52710245288
4047,2223,1,Urban,3,201606.5243863072
4048,2528,1,Suburb,4,285395.1007084873
4049,1086,1,Rural,4,183383.56924444425
4050,1042,1,Rural,3,114428.8059408728
4051,2408,2,Rural,4,353976.48382131
4052,2644,2,Urban,4,235622.40514721468
4053,2458,1,Rural,4,285258.9992647347
4054,1407,3,Urban,5,165141.4607264311
4055,2506,2,Urban,4,199439.1247158721
4056,1663,1,Suburb,4,198048.54342662948
4057,2040,1,Urban,2,212732.33759437548
4058,2668,3,Suburb,3,233696.286152886
4059,1147,3,Rural,5,67321.37160102843
4060,1276,1,Rural,5,165273.77245649003
4061,1231,2,Rural,3,144638.71812801802
4062,2849,2,Rural,5,319329.4672416855
4063,2950,3,Urban,5,382303.3065366264
4064,1365,2,Suburb,5,177278.8239571798
4065,2251,2,Urban,2,207351.8301382021
4066,2674,2,Rural,2,411781.9948141856
4067,1435,1,Urban,5,264587.39953196817
4068,1398,1,Rural,3,147721.20739989716
4069,2234,2,Suburb,3,252086.0103103331
4070,2414,1,Urban,2,147288.7771078171
4071,1498,3,Suburb,2,203830.81985563348
4072,1539,2,Urban,4,166166.1650876245
4073,1562,2,Suburb,2,189795.08423979252
4074,2514,3,Urban,5,219149.5809385837
4075,1441,2,Urban,2,190185.02353414416
4076,2284,2,Rural,4,159292.7806765405
4077,1772,2,Urban,4,69042.38379123897
4078,1349,3,Suburb,3,237053.34258882608
4079,2375,1,Suburb,3,149445.66180886124
4080,1519,1,Suburb,5,92982.49698489788
4081,2343,2,Rural,2,196703.029854184
4082,1137,1,Suburb,4,123377.98998041396
4083,2573,2,Rural,4,165588.58225847065
4084,2646,3,Suburb,3,209654.207457649
4085,1991,3,Rural,3,155152.18272886722
4086,1367,2,Suburb,2,129191.54320524422
4087,2243,2,Rural,4,337379.22069824324
4088,2360,2,Urban,3,285712.3726995401
4089,2246,1,Suburb,2,236335.41047139847
4090,2671,3,Rural,2,241037.40466045565
4091,2791,2,Rural,2,279430.367642947
4092,1359,1,Rural,3,138899.47483946074
4093,1920,2,Rural,3,229328.4149417638
4094,1328,3,Suburb,3,165888.77356260945
4095,1961,3,Rural,5,216560.99307333984
4096,1462,3,Suburb,5,205631.55701725103
4097,1945,2,Urban,5,230228.24979614248
4098,1962,3,Urban,3,136922.90101393557
4099,2584,2,Urban,3,217015.21650457676
4100,2827,1,Suburb,5,266097.74062626634
4101,2405,1,Urban,4,320707.50635769294
4102,1835,1,Suburb,4,250200.11513275476
4103,2613,2,Urban,4,281734.3934422664
4104,2640,3,Urban,4,299682.96316611255
4105,1168,3,Suburb,5,133294.12281903176
4106,1216,2,Urban,2,147211.25539327372
4107,1377,1,Suburb,2,181801.30843345704
4108,1118,1,Suburb,4,149202.67064862387
4109,1189,2,Urban,3,105365.60338223436
4110,1766,3,Suburb,4,189955.13717643707
4111,1369,3,Rural,4,175157.0295913731
4112,2801,3,Rural,2,257263.16701214
4113,1148,3,Urban,3,154140.84729092263
4114,2699,1,Rural,2,312966.28029039974
4115,1651,3,Urban,3,189808.5160837703
4116,2882,2,Suburb,5,371934.4887729205
4117,2511,3,Suburb,2,288418.6461380077
4118,1769,1,Rural,5,237649.0971434748
4119,1373,3,Rural,5,132497.99060398125
4120,1780,3,Rural,4,269155.7514360607
4121,2716,2,Suburb,3,321177.9521849243
4122,1159,3,Rural,2,126204.6847852399
4123,1350,3,Urban,4,187740.55909463347
4124,2935,2,Suburb,2,310095.1201497874
4125,2311,2,Rural,5,305474.8656206039
4126,2311,2,Suburb,2,240336.7127454164
4127,1891,2,Suburb,2,186482.02437508863
4128,2249,1,Urban,4,227382.48329763015
4129,1522,3,Urban,3,214824.4817042328
4130,1521,3,Rural,2,190829.59385762463
4131,1782,1,Suburb,5,314004.32010807225
4132,1272,2,Urban,5,157232.41642041414
4133,1935,3,Urban,4,146276.72060642135
4134,2425,2,Rural,5,298145.6938372134
4135,1182,2,Suburb,2,141121.9211325229
4136,2992,1,Rural,3,324707.6580344973
4137,2688,1,Rural,2,272252.41165037523
4138,1487,2,Rural,4,172630.7945053316
4139,2850,3,Suburb,5,348967.9234368802
4140,1845,2,Suburb,2,227820.78613888848
4141,1123,3,Rural,2,94380.0978333684
4142,1984,2,Rural,5,217392.23784911964
4143,2649,2,Rural,3,358652.4307930934
4144,1789,3,Suburb,3,262667.8820524898
4145,1413,1,Rural,3,170918.920962512
4146,2748,1,Urban,5,304504.3980403523
4147,2195,2,Rural,2,109733.14236356138
4148,2311,3,Rural,4,256710.06316340785
4149,2458,1,Suburb,2,228394.7586109544
4150,1685,3,Suburb,5,142153.28510166932
4151,1112,1,Urban,5,70445.46442566723
4152,1887,3,Rural,2,235102.4377765588
4153,2940,2,Suburb,5,250084.49175905733
4154,1121,3,Suburb,2,101599.90981232528
4155,2567,2,Suburb,2,282166.67192010046
4156,2245,1,Suburb,3,343022.7573877388
4157,2654,3,Suburb,5,297306.9439005805
4158,1038,1,Suburb,5,96854.6059499044
4159,1496,1,Rural,3,231832.97306766687
4160,1779,2,Suburb,3,220128.98463955536
4161,2256,3,Rural,3,248975.83529079796
4162,1942,2,Rural,4,194949.57508007064
4163,2553,3,Urban,5,345898.187986357
4164,1148,1,Urban,2,207320.01551168587
4165,2420,1,Urban,2,335654.68207296066
4166,2021,3,Rural,2,170014.44754210045
4167,1660,1,Rural,5,203439.9025797608
4168,2661,1,Rural,4,279168.29345796735
4169,2927,2,Suburb,5,270887.9804921177
4170,1301,1,Urban,5,82347.26905786502
4171,2383,1,Suburb,5,225942.17400680715
4172,1237,1,Urban,5,220770.2150175656
4173,1646,3,Urban,5,295325.5507983972
4174,1662,1,Suburb,4,147084.91270038567
4175,1235,2,Rural,3,-19871.251145635964
4176,2759,2,Urban,2,313276.2531863635
4177,1202,2,Rural,5,250758.4083605866
4178,1255,2,Suburb,5,167128.7819754557
4179,1597,1,Urban,5,131208.16553508857
4180,1661,2,Rural,2,164928.54798546547
4181,1234,3,Urban,4,64552.72701899157
4182,2368,3,Rural,2,309664.59802422224
4183,1533,1,Rural,4,195595.7602723295
4184,1859,3,Rural,3,209603.726924678
4185,2820,3,Suburb,5,338858.3680173855
4186,2804,1,Urban,4,235291.7022844824
4187,2489,1,Rural,2,240502.1598633933
4188,1769,2,Suburb,4,261743.90674474213
4189,1540,2,Rural,4,112637.05928918434
4190,1212,1,Rural,3,190867.24869955285
4191,1462,3,Suburb,5,166426.1819284306
4192,1435,1,Suburb,5,101224.1919015686
4193,1282,2,Urban,2,162832.76253340876
4194,2585,1,Suburb,2,346352.98104777135
4195,2630,1,Rural,3,255598.23089527315
4196,2486,3,Suburb,4,319032.1493553289
4197,2430,1,Suburb,4,299338.6524191664
4198,1087,2,Rural,2,115141.83175020722
4199,2067,1,Rural,5,281590.0395577791
4200,1460,3,Urban,4,206687.406960618
4201,1277,1,Rural,3,69539.33492966533
4202,2706,3,Suburb,2,229539.86688508972
4203,1420,1,Suburb,4,156561.62574217483
4204,2724,3,Rural,5,358648.7381281756
4205,2376,1,Urban,5,254442.44453642645
4206,1695,1,Urban,3,289798.0417049998
4207,1514,1,Rural,3,217093.72635861923
4208,1702,1,Suburb,2,157277.31143956154
4209,2653,1,Rural,2,192253.87528417847
4210,1018,2,Suburb,5,128947.1791681248
4211,1022,2,Suburb,5,144098.64968476212
4212,1412,1,Suburb,4,180968.8137204641
4213,2053,3,Rural,4,256961.11887447335
4214,2830,3,Suburb,4,280565.9843963761
4215,1107,2,Rural,3,189618.70946255865
4216,2390,2,Rural,3,209809.90287848815
4217,2304,2,Urban,4,318464.1308835412
4218,2151,3,Urban,5,203172.4696317708
4219,2252,2,Urban,2,249661.23750440197
4220,2134,2,Rural,3,268257.42950756324
4221,1135,2,Rural,3,157990.0476416538
4222,1361,1,Rural,4,112370.16898819042
4223,2209,1,Urban,2,186727.36138943807
4224,2679,2,Suburb,3,215865.24235640035
4225,2607,3,Suburb,2,215014.2583434192
4226,1128,1,Urban,3,61993.3838089202
4227,2899,2,Urban,2,372315.8470987063
4228,2284,1,Suburb,2,332202.8676130264
4229,1514,3,Urban,3,200507.00097716856
4230,1448,2,Rural,2,189605.2787544329
4231,2923,2,Rural,5,359085.9998991005
4232,2127,1,Urban,3,221557.2435911943
4233,2506,2,Rural,3,242896.72625220573
4234,2247,1,Rural,5,243800.54908298497
4235,2855,3,Rural,2,217989.69036992727
4236,1873,1,Suburb,5,218285.6546887041
4237,2889,2,Urban,3,412180.6785723571
4238,2514,3,Rural,5,276918.75464829366
4239,1472,3,Urban,2,147911.15911027289
4240,2033,3,Rural,5,266828.8048382241
4241,2428,1,Suburb,3,232022.063788884
4242,2919,3,Rural,2,254693.692696386
4243,1301,2,Suburb,3,108301.91940362068
4244,1230,3,Rural,3,217984.67681907548
4245,2754,3,Suburb,4,280689.2339054294
4246,1922,1,Rural,3,141603.3834967311
4247,2089,1,Rural,3,261293.37817770743
4248,1936,2,Suburb,2,224127.1424254895
4249,1111,2,Rural,2,91996.306869634
4250,2036,1,Rural,2,242475.68114063583
4251,2416,3,Rural,5,310962.8740137641
4252,1499,1,Suburb,5,118865.24788967226
4253,1931,1,Urban,2,257032.8913305491
4254,1597,1,Rural,5,172280.06527021615
4255,1233,2,Rural,4,66481.78546962047
4256,1601,2,Suburb,5,111508.21625265224
4257,1313,2,Urban,4,125095.54857793692
4258,1565,2,Rural,2,185563.75780212675
4259,2035,3,Rural,2,259814.2223919809
4260,1208,2,Urban,5,141224.8525828824
4261,2997,2,Rural,2,230653.38480715267
4262,2037,3,Urban,2,286036.61140235025
4263,2656,3,Suburb,3,351655.9716720587
4264,2441,1,Suburb,2,268620.79940385465
4265,2460,3,Urban,3,248555.1089814185
4266,2400,3,Suburb,2,240143.671671328
4267,2043,2,Urban,4,137819.94781394012
4268,1586,2,Rural,4,163736.68682821395
4269,2935,2,Suburb,2,241215.84605994483
4270,2778,2,Urban,4,318478.9075302784
4271,2758,3,Urban,4,271596.97772575915
4272,2014,2,Urban,4,314082.58558948775
4273,2093,2,Rural,5,309180.0719206039
4274,2847,1,Rural,4,254727.03113798465
4275,2234,3,Rural,3,217044.47267535905
4276,2124,3,Suburb,5,261314.75353379216
4277,1697,3,Rural,3,210918.27549769412
4278,1131,1,Urban,3,171937.22611080785
4279,2646,3,Rural,3,285216.879034905
4280,2404,3,Suburb,5,168817.282340558
4281,2155,2,Rural,2,211881.5938351421
4282,2043,3,Urban,4,217343.66303081185
4283,2929,2,Suburb,4,327070.7786244999
4284,1535,1,Urban,2,213733.3770943268
4285,2013,2,Rural,2,266794.09846695885
4286,1226,1,Suburb,3,165595.08537025785
4287,2177,1,Suburb,5,234625.5799367296
4288,2828,1,Urban,3,311416.52917998703
4289,2765,2,Suburb,4,268501.348406607
4290,2492,1,Suburb,2,320150.1051608621
4291,1821,2,Suburb,4,188399.61858460307
4292,1870,2,Urban,2,203003.31692858232
4293,1404,2,Rural,5,77075.49363805662
4294,1201,1,Urban,3,129520.44358984834
4295,1037,2,Rural,4,183274.97427076468
4296,1941,2,Rural,5,222369.35574008644
4297,2795,1,Suburb,4,279070.8179047136
4298,1187,2,Suburb,2,211295.0220706977
4299,2080,1,Rural,4,179504.11705574073
4300,1940,1,Rural,5,178111.57650438685
4301,2043,1,Suburb,5,158461.31811795052
4302,1272,2,Rural,3,213233.2983600808
4303,2142,2,Rural,4,148585.6111646294
4304,1582,3,Rural,2,169730.093255346
4305,1515,3,Rural,4,157802.86103074413
4306,2244,3,Rural,3,250040.0838435606
4307,1525,1,Suburb,2,225603.0781767818
4308,2538,3,Suburb,2,252853.91679883745
4309,2751,2,Urban,3,280059.6976880016
4310,2764,1,Rural,2,221608.0863942652
4311,1335,1,Urban,5,187410.4580125702
4312,1697,2,Urban,5,200595.5223047005
4313,2078,3,Suburb,2,230098.5472493337
4314,1499,3,Rural,4,242685.83902848745
4315,1899,2,Urban,2,221111.31298304512
4316,2911,2,Urban,4,249657.27995870035
4317,1765,3,Urban,3,165649.03254375613
4318,1535,2,Suburb,5,305659.5844992391
4319,1161,3,Rural,5,195354.3033983911
4320,2693,2,Rural,3,260102.318721006
4321,1593,3,Suburb,3,131238.83937131142
4322,2938,2,Rural,5,241186.57093123003
4323,1158,1,Suburb,3,167100.6520828152
4324,2211,1,Rural,2,220628.47535797197
4325,1059,1,Urban,2,91808.8194321832
4326,1914,2,Rural,4,226146.12060833248
4327,2840,3,Urban,4,353639.11940176314
4328,2342,3,Rural,4,212892.9356957104
4329,2901,3,Urban,2,470989.6790739138
4330,1210,1,Rural,5,89705.15850248869
4331,1405,1,Urban,4,184428.1238671047
4332,1663,3,Rural,2,167679.89675973027
4333,2132,2,Suburb,5,245569.0828436178
4334,2099,2,Rural,3,314619.8375969815
4335,1541,3,Urban,2,227911.9939840193
4336,2337,3,Suburb,3,169714.92695912067
4337,1997,2,Suburb,4,220657.9832306021
4338,2140,3,Urban,5,199300.16522124395
4339,1926,2,Suburb,2,173274.28400869196
4340,1867,2,Urban,4,143930.52582090104
4341,2727,1,Suburb,4,222875.4109103647
4342,1018,1,Rural,5,152476.63906536892
4343,1431,1,Urban,3,193015.2044568529
4344,2708,3,Suburb,4,284986.7128622677
4345,1739,2,Suburb,5,183037.51057239727
4346,2373,3,Urban,5,297296.0005627489
4347,1182,3,Urban,2,96296.99456775868
4348,1112,3,Urban,4,22206.061516667003
4349,2206,2,Suburb,3,300476.20320226817
4350,1480,1,Suburb,3,206367.82388821885
4351,2169,2,Rural,4,246342.4858303936
4352,1830,2,Urban,3,245287.52539222557
4353,2651,3,Rural,5,331022.45915744297
4354,2136,3,Urban,5,270464.4600579075
4355,1762,1,Suburb,4,256277.32529897123
4356,1475,2,Urban,3,105710.21136972494
4357,1762,1,Rural,5,150840.44018456154
4358,2326,3,Rural,4,298666.7446623032
4359,1970,3,Suburb,5,240967.27933588056
4360,2848,1,Rural,4,328773.3981364491
4361,2019,1,Rural,2,234185.08052633415
4362,2141,2,Suburb,2,320770.36343480763
4363,2836,1,Rural,4,270068.8025367215
4364,1160,1,Suburb,2,183294.6823529452
4365,1400,2,Suburb,2,110133.37145632558
4366,1197,3,Rural,3,106614.71210619292
4367,2283,2,Suburb,2,174931.5492518482
4368,1659,3,Urban,3,235157.30516973176
4369,2775,3,Suburb,2,245658.4857629636
4370,2070,1,Rural,2,188867.9143807025
4371,1398,1,Urban,5,306902.29651598394
4372,2733,1,Urban,4,208916.62893014852
4373,2582,1,Urban,2,272727.88393630413
4374,1077,1,Urban,4,155367.5213889799
4375,1123,3,Suburb,4,147367.20978163386
4376,1074,2,Suburb,5,233342.863949662
4377,2894,1,Suburb,4,297673.023832112
4378,1136,3,Rural,4,177642.9566189685
4379,1601,1,Rural,2,117202.97875933917
4380,2423,2,Urban,5,329919.0860322806
4381,1836,3,Rural,4,183705.8912673881
4382,2528,2,Suburb,2,314441.3188479675
4383,1499,1,Suburb,5,192430.7730207303
4384,2596,3,Suburb,2,315521.47061315435
4385,1137,2,Suburb,5,105493.19716946552
4386,1049,1,Suburb,5,78552.60332793808
4387,2794,1,Urban,3,263332.1576566292
4388,1972,3,Suburb,3,243326.49147124437
4389,2642,1,Suburb,3,247816.90833440976
4390,2648,2,Suburb,4,303507.0474810776
4391,2885,1,Urban,2,332380.67207528686
4392,1253,2,Suburb,5,59000.84997789953
4393,2653,2,Rural,2,267891.4489911026
4394,1709,2,Urban,4,168040.21051642147
4395,2872,2,Urban,3,351824.7360433196
4396,2900,3,Suburb,3,412564.9939937659
4397,1562,2,Suburb,2,152606.40956800827
4398,1756,3,Suburb,2,276174.4771757177
4399,2938,3,Urban,5,350479.3369262881
4400,2449,3,Urban,2,240355.2792164594
4401,1546,1,Rural,5,184503.3401601976
4402,2325,2,Suburb,5,259824.06013757703
4403,1921,1,Suburb,3,256325.2326751268
4404,1580,2,Suburb,2,78396.45391701184
4405,2372,3,Urban,3,274069.5846836298
4406,2855,1,Urban,5,384640.67132065655
4407,2956,1,Urban,3,350610.44922279194
4408,1048,3,Urban,3,131916.58833357706
4409,1916,3,Urban,5,245129.28952412255
4410,2097,3,Rural,4,222578.89237661747
4411,1703,1,Urban,4,198183.55815195
4412,1260,3,Urban,2,176032.54348774458
4413,1355,1,Rural,3,140389.07770819633
4414,2605,2,Urban,2,210421.02347087293
4415,2625,3,Rural,3,208658.30348730664
4416,2283,1,Suburb,2,267261.5632006286
4417,1637,3,Rural,2,188448.87318625144
4418,1742,3,Suburb,5,250110.5778115912
4419,2318,1,Rural,4,216461.522749686
4420,2009,1,Suburb,4,168430.17420533483
4421,1930,1,Rural,4,256517.7125945958
4422,1640,3,Suburb,5,213272.15933385625
4423,1791,2,Urban,4,186789.8582690091
4424,2336,2,Rural,5,257880.2459664213
4425,1611,3,Urban,3,148121.89920030907
4426,2861,3,Rural,5,360769.3490075504
4427,1808,1,Urban,2,205899.6521059462
4428,2205,2,Suburb,2,242852.8853943124
4429,1685,2,Suburb,3,224795.1930535404
4430,2851,2,Suburb,3,276481.091931688
4431,2387,1,Urban,2,333698.5020096353
4432,1187,2,Rural,4,81644.56473533993
4433,2592,1,Urban,4,272838.01042497606
4434,2566,3,Rural,4,364343.35532717
